"sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nt_bg_mean_mass_normalized","nt_bg_stdev_mass_normalized","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","nr_bg_mean_mass_normalized","nr_bg_stdev_mass_normalized","species_tax_ids","genus_nt_count","expected_bg_count","p_val"
"RR057e_00198_G20_S311",10376,1,10375,"Human gammaherpesvirus 4","Epstein-Barr virus","viruses",0.0444620290292392,0.460391775286749,0.440786692265375,0.109853423675324,2,NA,NA,83.471,121,21.1373,0.0226905,0.197744,NA,NA,0.460391775286749,0.109853423675324,2,NA,NA,100,28,11.8827,0.0215489,0.191803,NA,NA,"",2,0,0
"RR057e_00200_I20_S313",147711,1,12059,"Rhinovirus A","","viruses",33280805.944005,99,99,1697.39495791541,29462,3,29084,97.8819,5369.76,301.037,0.0129956,0.127992,NA,NA,99,1698.25915329824,29477,5,29100,99.608,1004.15,302.668,0.0099966,0.0984551,NA,NA,"",29472,0.185976612797356,0
"RR057e_00200_I20_S313",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",6944.33443031392,100,100,2.4197470719044,42,2,20,99.8137,274.5,166.852,NA,NA,NA,NA,100,2.4197470719044,42,2,20,99.825,80.8333,177.316,NA,NA,NA,NA,"",44,0,0
"RR057e_00200_I20_S313",129951,1,10509,"Human mastadenovirus C","","viruses",465.022761640829,15.6340021615188,15.6340021615188,1.26748656147373,22,NA,NA,99.8429,125.214,73.2194,0.0171119,0.0799779,NA,NA,14.9148442338824,0.864195382822999,15,NA,NA,100,40.8,307.653,0.0114153,0.0571766,NA,NA,"",22,550.838721006555,0.689817669741499
"RR057e_00202_N05_S78",2548102,1,2548102,"Streptococcus phage Javan310","","viruses",6834.28408296125,100,100,3.60036278628282,36,2,12,94.9795,150.577,70.4599,NA,NA,NA,NA,100,1.10011085136419,11,1,6,98.4126,59.5714,155.933,NA,NA,NA,NA,"",36,0,0
"RR057e_00202_N05_S78",2548103,1,2548103,"Streptococcus phage Javan311","","viruses",1647.99194619194,100,100,0.900090696570704,9,NA,NA,95.5,106,53.8395,NA,NA,NA,NA,100,0.20002015479349,2,NA,NA,97.9,41.5,307.653,NA,NA,NA,NA,"",9,0,0
"RR057e_00202_N05_S78",1051631,1,1623304,"Streptococcus phage YMC-2011","","viruses",4000.4030958698,100,100,0.20002015479349,2,NA,NA,90.75,146,69.0784,NA,NA,NA,NA,100,0.20002015479349,2,NA,NA,97.9,48,307.653,NA,NA,NA,NA,"",8,0,0
"RR057e_00202_N05_S78",2057509,1,2057509,"Human respiratory circular DNA virus","","viruses",4000.4030958698,100,100,0.20002015479349,2,NA,NA,100,119,69.1675,NA,NA,NA,NA,100,0.20002015479349,2,NA,NA,100,39,307.653,NA,NA,NA,NA,"",2,0,0
"RR057e_00203_K20_S315",2558533,1,2558533,"Streptococcus satellite phage Javan127","","viruses",536.853650371489,100,100,0.0558621679965975,1,NA,NA,100,146,87.6021,NA,NA,NA,NA,100,16.646926062986,298,1,298,100,349,307.653,NA,NA,NA,NA,"",1,0,0
"RR057e_00203_K20_S315",2548012,1,2548012,"Streptococcus phage Javan158","","viruses",25692.5006704381,100,100,10.2227767433773,183,7,162,99.1508,1580.23,266.794,NA,NA,NA,NA,100,0.335173007979585,6,1,5,99.65,115.5,114.768,NA,NA,NA,NA,"",183,0,0
"RR057e_00206_M20_S317",129951,1,10509,"Human mastadenovirus C","","viruses",15160.8376312761,51.3471543601737,47.1659863071266,3.78934843627274,36,NA,NA,100,122,71.2226,0.0171119,0.0799779,NA,NA,51.3471543601737,2.94727100598991,28,NA,NA,99.3615,40.7692,307.653,0.0114153,0.0571766,NA,NA,"",36,1000.86505352097,0.699861581781722
"RR057e_00216_E22_S341",10713,1,308911,"Enterobacteria phage phi80","","viruses",9111.92450223834,100,100,0.260340700063953,4,NA,NA,99.65,146,86.9156,NA,NA,NA,NA,100,0.650851750159882,10,NA,NA,100,48,307.653,NA,NA,NA,NA,"",4,3.1629588288673,0.212010721091614
"RR057e_00216_E22_S341",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",1.44800706362053,100,100,0.130170350031976,2,NA,NA,100,234,118.745,NA,NA,NA,NA,100,0.130170350031976,2,NA,NA,100,77,49.0195,NA,NA,NA,NA,"",2,5.57095316589315,0.393989883772246
"RR057e_00216_E22_S341",129951,1,10509,"Human mastadenovirus C","","viruses",0.27617285438259,1.41362113823914,1.41362113823914,0.130170350031976,2,NA,NA,99.65,145.5,86.575,0.0171119,0.0799779,NA,NA,0.938668529013411,0.0650851750159882,1,NA,NA,97.9,48,307.653,0.0114153,0.0571766,NA,NA,"",2,190.224243465535,0.772045473901465
"RR057e_00222_G22_S343",10665,1,10663,"Escherichia virus T4","","viruses",665.832023304867,100,100,0.0651288698434706,2,NA,NA,100,109.5,62.713,NA,NA,NA,NA,100,0.0325644349217353,1,NA,NA,100,48,307.653,NA,NA,NA,NA,"",2,3.17128212152579,0.30558751832051
"RR057e_00222_G22_S343",129951,1,10509,"Human mastadenovirus C","","viruses",47.8274450866546,7.20438700416882,7.11506464399834,0.586159828591235,18,1,6,99.4045,182.625,98.933,0.0171119,0.0799779,NA,NA,7.20438700416882,0.423337653982559,13,1,6,97.7785,64.8182,170.032,0.0114153,0.0571766,NA,NA,"",18,72.0836883114856,0.481670154803593
"RR057e_00222_G22_S343",1755467,1,1755467,"Penicillium aurantiogriseum totivirus 1","","viruses",1.43241069223755,100,100,0.0651288698434706,2,NA,NA,90.15,116.5,51.6783,NA,NA,NA,NA,100,0.0651288698434706,2,NA,NA,96.65,44.5,307.653,NA,NA,NA,NA,"",2,0,0
"RR057e_00222_G22_S343",12188,1,12176,"White clover mosaic virus","","viruses",0.013861624722323,0.437831492279244,0.437831492279244,0.0651288698434706,2,NA,NA,96.735,245,111.559,0.0153089,0.113788,NA,NA,0.353462009050278,0.0651288698434706,2,NA,NA,100,81,50.7011,0.0175801,0.134523,NA,NA,"",2,0,0
"RR057e_00223_I22_S345",11320,1,197911,"Influenza A virus","","viruses",142657067.410417,100,100,7652.02735468932,50230,8,50034,99.801,1822.3,306.502,NA,NA,NA,NA,100,6613.67938635242,43414,9,43640,99.4289,595.668,294.293,NA,NA,NA,NA,"",50230,0,0
"RR057e_00223_I22_S345",12402,1,12402,"Streptococcus phage EJ-1","","viruses",123.897174579841,100,100,0.304679568173972,2,NA,NA,92.35,130,62.9559,NA,NA,NA,NA,100,0.152339784086986,1,NA,NA,88.2,34,307.653,NA,NA,NA,NA,"",2,0,0
"RR057e_00223_I22_S345",129951,1,10509,"Human mastadenovirus C","","viruses",4.36662650887928,3.59558913367283,3.59558913367283,0.304679568173972,2,NA,NA,100,146,87.6021,0.0171119,0.0799779,NA,NA,2.46472305255972,0.152339784086986,1,NA,NA,100,48,307.653,0.0114153,0.0571766,NA,NA,"",2,116.757990754736,0.737966490351292
"RR057e_00224_J09_S138",2100421,1,2100421,"uncultured Caudovirales phage","","viruses",124058.847496604,100,100,11.9452218030395,174,7,116,91.6183,190.976,70.7445,NA,NA,NA,NA,100,1.0984112002795,16,NA,NA,98.334,49.5556,252.182,NA,NA,NA,NA,"",174,0.223368030150937,1.99472905450113e-65
"RR057e_00224_J09_S138",147711,1,12059,"Rhinovirus A","","viruses",1941832.14437431,99,99,98.9943094251896,1442,5,1442,96.7691,2518.18,303.228,0.0129956,0.127992,NA,NA,99,99.1316108252245,1444,5,1442,99.1463,809.847,263.201,0.0099966,0.0984551,NA,NA,"",1442,0.00318163400128781,0
"RR057e_00224_J09_S138",10665,1,10663,"Escherichia virus T4","","viruses",3800.90848019055,100,100,0.274602800069874,4,NA,NA,100,146,87.6021,NA,NA,NA,NA,100,0.274602800069874,4,NA,NA,100,48,307.653,NA,NA,NA,NA,"",4,8.74846030154248,0.375481441746146
"RR057e_00231_K12_S187",129951,1,10509,"Human mastadenovirus C","","viruses",106.757242971658,10.67357141044,8.01661644022615,0.658264047994763,18,1,6,99.874,203.062,108.015,0.0171119,0.0799779,NA,NA,10.67357141044,0.621693823106165,17,1,6,99.592,68.0667,177.679,0.0114153,0.0571766,NA,NA,"",18,255.167252324575,0.634946636644728
"RR057e_00231_K12_S187",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",10.3471323894415,100,100,0.292561799108784,8,NA,NA,100,168.5,95.5716,NA,NA,NA,NA,100,0.146280899554392,4,NA,NA,100,46.5,307.653,NA,NA,NA,NA,"",8,7.47288981820765,0.247693315455281
"RR057e_00232_J13_S202",147711,1,12059,"Rhinovirus A","","viruses",53640195.7831483,99,99,2736.96743285587,313509,1,313107,98.5967,7251.19,306.899,0.0129956,0.127992,NA,NA,99,2735.96347043444,313394,2,313161,99.5009,1859.84,307.57,0.0099966,0.0984551,NA,NA,"",313513,0.00228343727872352,0
"RR057e_00232_J13_S202",10713,1,308911,"Enterobacteria phage phi80","","viruses",873.010801238837,100,100,0.0523806480743302,6,1,4,100,223.667,117.384,NA,NA,NA,NA,100,0.0349204320495535,4,1,4,100,91,63.6757,NA,NA,NA,NA,"",6,15.2851007672126,0.405947963941509
"RR057e_00232_J13_S202",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",26.9625436453736,100,100,0.453965616644195,52,1,6,96.7288,105.442,53.6186,NA,NA,NA,NA,100,0.139681728198214,16,NA,NA,94.0556,38.125,269.113,NA,NA,NA,NA,"",52,44.8121868854943,0.242585967745095
"RR057e_00232_J13_S202",2065036,1,687332,"Torque teno mini virus 10","","viruses",1.3693603085331,100,100,0.0174602160247767,2,NA,NA,93.6,136.5,68.7696,NA,NA,NA,NA,100,0.0174602160247767,2,NA,NA,97.85,47,307.653,NA,NA,NA,NA,"",2,0,0
"RR057e_00232_J13_S202",12239,1,12234,"Pepper mild mottle virus","","viruses",3.49489598392659e-05,0.0304932929901603,0.00848871120562552,0.0174602160247767,2,NA,NA,98.95,146,85.5418,0.0161131,0.158695,NA,NA,0.0304932929901603,0.0174602160247767,2,NA,NA,97.9,48,307.653,0.0134276,0.132246,NA,NA,"",2,0,0
"RR057e_00237_D11_S164",11320,1,197911,"Influenza A virus","","viruses",26462.9509101189,100,100,1.3771535677715,102,10,61,99.8726,220.489,122.72,NA,NA,NA,NA,100,1.2691415232404,94,10,61,99.2818,76.9756,135.856,NA,NA,NA,NA,"",102,0,0
"RR057e_00237_D11_S164",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",31.9839333183547,100,100,0.540060222655489,40,NA,NA,88.6217,70.8696,26.2507,NA,NA,NA,NA,100,0.0540060222655489,4,NA,NA,99.275,41.5,307.653,NA,NA,NA,NA,"",40,36.8488546230921,0.253221170006739
"RR057e_00239_H11_S168",186617,1,186617,"uncultured marine virus","","viruses",0.0221275891677398,0.111494678810633,0.111494678810633,0.0279453063964613,4,NA,NA,99.65,146,86.9156,0.0168234,0.0997528,NA,NA,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,NA,NA,"",4,6.158555065786,0.319484432841179
"RR057e_00239_H11_S168",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",12.266947972133,100,100,0.307398370361074,44,NA,NA,99.8789,91.6842,48.9751,NA,NA,NA,NA,100,0.153699185180537,22,NA,NA,85.8487,35.0476,179.993,NA,NA,NA,NA,"",44,32.9217810744029,0.21896769107089
"RR057e_00239_H11_S168",1913119,1,1913119,"Erythrobacter phage vB_EliS_R6L","","viruses",0.686786390722139,100,100,0.0139726531982306,2,NA,NA,95.2,104,52.0706,NA,NA,NA,NA,100,0.0139726531982306,2,NA,NA,97.1,34,307.653,NA,NA,NA,NA,"",2,0,0
"RR057e_00239_H11_S168",1647539,1,1647539,"Moraxella phage Mcat23","","viruses",0.483344021607793,100,100,0.0209589797973459,3,NA,NA,100,108.5,62.0193,NA,NA,NA,NA,-100,0,0,NA,NA,0,0,0,0.000744775,0.00733519,NA,NA,"",3,0,0
"RR057e_00246_H13_S200",186617,1,186617,"uncultured marine virus","","viruses",4.63721215278729e-05,0.00700241225149449,0.00700241225149449,0.0175219102288409,2,NA,NA,100,146,87.6021,0.0168234,0.0997528,NA,NA,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,NA,NA,"",2,3.90847847648905,0.338793638155691
"RR057e_00246_H13_S200",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",3.53910575376532,100,100,0.20150196763167,23,NA,NA,97.6913,103.348,54.6705,NA,NA,NA,NA,100,0.0613266858009431,7,NA,NA,100,52.8571,232.908,NA,NA,NA,NA,"",23,20.8935491137913,0.249422641481256
"RR057e_00246_H13_S200",2548107,1,2548107,"Streptococcus phage Javan320","","viruses",2.87453879114396,100,100,0.245306743203772,28,1,22,99.0269,419.269,250.29,NA,NA,NA,NA,100,0.00876095511442044,1,NA,NA,100,33,307.653,NA,NA,NA,NA,"",28,0,0
"RR057e_00246_H13_S200",2548114,1,2548114,"Streptococcus phage Javan340","","viruses",0.714685896471245,100,100,0.0350438204576818,4,NA,NA,96.55,128,69.4793,NA,NA,NA,NA,100,0.0175219102288409,2,NA,NA,94.8,48,307.653,NA,NA,NA,NA,"",4,0,0
"RR057e_00250_L11_S172",147711,1,12059,"Rhinovirus A","","viruses",300581565.435376,99,99,15319.6741234179,446266,1,445684,96.4217,7108.58,307.019,0.0129956,0.127992,NA,NA,99,15348.7847517352,447114,5,446744,99.3381,2148.2,306.517,0.0099966,0.0984551,NA,NA,"",446305,0.00659320549129986,0
"RR057e_00250_L11_S172",2100421,1,2100421,"uncultured Caudovirales phage","","viruses",4552.14400179252,100,100,0.549257138062695,16,NA,NA,92.756,140.385,60.9822,NA,NA,NA,NA,100,0.823885707094043,24,1,20,57.8041,76.7222,80.266,NA,NA,NA,NA,"",16,0.462878923966707,2.16462805197936e-05
"RR057e_00250_L11_S172",12253,1,12234,"Tomato mosaic virus","","viruses",521.881585120018,100,100,0.549257138062695,16,1,8,99.7846,213.143,109.294,NA,NA,NA,NA,100,0.755228564836206,22,2,16,83.8915,68,72.5786,NA,NA,NA,NA,"",18,0,0
"RR057e_00250_L11_S172",2548131,1,2548131,"Streptococcus phage Javan370","","viruses",90.8339935129695,100,100,0.411942853547022,12,NA,NA,95.9333,77.5,35.6445,NA,NA,NA,NA,100,0.0686571422578369,2,NA,NA,89.7,39,307.653,NA,NA,NA,NA,"",12,0,0
"RR057e_00250_L11_S172",2548103,1,2548103,"Streptococcus phage Javan311","","viruses",45.4169967564847,100,100,0.205971426773511,6,NA,NA,90.15,131.5,59.8618,NA,NA,NA,NA,100,0.0343285711289185,1,NA,NA,100,34,307.653,NA,NA,NA,NA,"",6,0,0
"RR057e_00250_L11_S172",2548102,1,2548102,"Streptococcus phage Javan310","","viruses",16.2396826104416,100,100,0.0686571422578369,2,NA,NA,92.4,83,35.72,NA,NA,NA,NA,100,0.0343285711289185,1,NA,NA,91.2,34,307.653,NA,NA,NA,NA,"",2,0,0
"RR057e_00250_L11_S172",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",59.5787752989677,100,100,0.652242851449451,19,NA,NA,97.021,81.2632,37.7996,NA,NA,NA,NA,100,0.343285711289185,10,1,4,65.028,39.7,70.8798,NA,NA,NA,NA,"",19,129.390879006654,0.552039818751946
"RR057e_00253_M12_S189",463676,1,12059,"Rhinovirus C","","viruses",15277721.4440696,99,99,778.041159336214,14069,1,14086,95.2304,7053.35,307.141,0.000690234,0.00679802,NA,NA,99,780.750948006872,14118,1,14086,99.0406,2149.13,307.548,0.000690234,0.00679802,NA,NA,"",14070,0,0
"RR057e_00253_M12_S189",169066,1,12059,"Human rhinovirus sp.","","viruses",1094.97583018388,100,100,0.0553018096052466,1,NA,NA,99.1,107,59.6021,NA,NA,NA,NA,100,0.0553018096052466,1,NA,NA,81.2,16,307.653,NA,NA,NA,NA,"",14070,0,0
"RR057e_00253_M12_S189",112229,1,12176,"Pepino mosaic virus","","viruses",11798.9066117131,100,100,3.53931581473578,64,7,36,97.9493,247.536,134.45,NA,NA,NA,NA,100,3.53931581473578,64,7,36,99.1524,76.3214,159.62,NA,NA,NA,NA,"",64,0,0
"RR057e_00253_M12_S189",12430,1,140568,"Garlic virus D","","viruses",3711.13073959013,99,99,0.33181085763148,6,NA,NA,98.8,105.75,58.7612,0.000259215,0.00255297,NA,NA,28.7807670560584,0.221207238420986,4,NA,NA,100,41.5,307.653,0.000777646,0.00765892,NA,NA,"",12,0,0
"RR057e_00253_M12_S189",150284,1,140568,"Garlic virus X","","viruses",1892.47459567868,100,100,0.110603619210493,2,NA,NA,96.6,146,80.7447,NA,NA,NA,NA,100,0.110603619210493,2,NA,NA,93.8,48,307.653,NA,NA,NA,NA,"",12,0,0
"RR057e_00253_M12_S189",12433,1,140568,"Garlic virus A","","viruses",1892.47459567868,100,100,0.110603619210493,2,NA,NA,97.25,146,82.1131,NA,NA,NA,NA,100,0.110603619210493,2,NA,NA,93.75,48,307.653,NA,NA,NA,NA,"",12,0,0
"RR057e_00253_M12_S189",12432,1,140568,"Garlic virus B","","viruses",1892.47459567868,100,100,0.110603619210493,2,NA,NA,88.2,108.5,44.1773,NA,NA,NA,NA,100,0.110603619210493,2,NA,NA,93.617,47,14.7328,NA,NA,NA,NA,"",12,0,0
"RR057e_00253_M12_S189",1188793,1,2003394,"Phaseolus vulgaris alphaendornavirus 2","","viruses",18.6112894581592,100,100,0.110603619210493,2,NA,NA,100,146,87.6021,NA,NA,NA,NA,100,0.442414476841973,8,NA,NA,61.8253,30.3333,101.904,NA,NA,NA,NA,"",2,0,0
"RR057e_00253_M12_S189",129951,1,10509,"Human mastadenovirus C","","viruses",0.449118498228098,1.73477120378779,1.16896941793287,0.110603619210493,2,NA,NA,100,121,70.5418,0.0171119,0.0799779,NA,NA,1.73477120378779,0.110603619210493,2,NA,NA,100,32,307.653,0.0114153,0.0571766,NA,NA,"",2,53.2055016630803,0.672399199989124
"RR057e_00254_J11_S170",334205,1,475861,"Nupapillomavirus 1","","viruses",21380.0840766549,100,100,0.245345227109154,28,NA,NA,99.65,137,80.7696,NA,NA,NA,NA,100,1.89266318055633,216,1,188,49.695,16.7391,17.6178,NA,NA,NA,NA,"",28,8.67409622355263,0.0883980455423937
"RR057e_00254_J11_S170",2108112,1,1623304,"Streptococcus phage D5842","","viruses",1051.47954475352,100,100,0.052573977237676,6,NA,NA,100,96,53.4815,NA,NA,NA,NA,100,0.052573977237676,6,NA,NA,100,31,307.653,NA,NA,NA,NA,"",8,0,0
"RR057e_00254_J11_S170",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",130.774447365641,100,100,1.03395488567429,118,1,4,95.7152,72.2935,32.3885,NA,NA,NA,NA,100,0.201533579411091,23,1,4,89.2666,61,141.721,NA,NA,NA,NA,"",118,255.165514724054,0.394232829736408
"RR057e_00254_J11_S170",10359,1,10358,"Human betaherpesvirus 5","Human cytomegalovirus","viruses",21.3159313886489,99,99,0.368017840663732,42,NA,NA,98.5556,100.278,54.7568,0.000335689,0.00330615,NA,NA,-100,0,0,NA,NA,0,0,0,0.00654756,0.0363966,NA,NA,"",42,0.031890698152693,2.39015860649182e-45
"RR057e_00259_C14_S211",129951,1,10509,"Human mastadenovirus C","","viruses",5669.33543527359,40.5634033459675,29.8678075576577,2.40587642606559,32,1,8,99.8438,150.562,83.9677,0.0171119,0.0799779,NA,NA,40.5634033459675,2.33069278775104,31,1,8,98.8267,49.9333,230.9,0.0114153,0.0571766,NA,NA,"",32,190.666110143983,0.536850217588735
"RR057e_00259_C14_S211",2024336,1,186532,"Lactococcus phage 50102","","viruses",3007.34553258199,100,100,0.1503672766291,2,NA,NA,99.65,146,86.9156,NA,NA,NA,NA,100,0.1503672766291,2,NA,NA,98.95,48,307.653,NA,NA,NA,NA,"",4,0,0
"RR057e_00259_C14_S211",11676,1,11646,"Human immunodeficiency virus 1","","viruses",0.744710683650226,11.8552104958182,3.97981255349496,0.1503672766291,2,NA,NA,81.538,130,19.2628,0.00591998,0.036295,NA,NA,11.8552104958182,0.300734553258199,4,NA,NA,72.237,38.5,14.2975,0.00419306,0.0250136,NA,NA,"",2,0,0
"RR057e_00260_E14_S213",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",4396192.13288219,100,100,235.630384704985,1412,27,879,99.7251,279.962,162.637,NA,NA,NA,NA,100,208.429426697256,1249,22,771,99.2812,90.3524,159.672,NA,NA,NA,NA,"",1412,22.210141191051,5.2124845888913e-10
"RR057e_00260_E14_S213",1985356,1,1307799,"Pegivirus C","","viruses",660833.090249107,100,100,16.0201961272511,96,NA,NA,93.3817,135.567,65.3945,NA,NA,NA,NA,100,50.0631128976597,300,5,167,98.3763,63.5309,160.451,NA,NA,NA,NA,"",374,0,0
"RR057e_00260_E14_S213",1307800,1,1307799,"Pegivirus A","","viruses",587407.19133254,100,100,46.3918179518313,278,6,216,94.947,330.057,173.351,NA,NA,NA,NA,100,12.3489011814227,74,1,49,98.6325,97.3158,138.022,NA,NA,NA,NA,"",374,0,0
"RR057e_00260_E14_S213",129951,1,10509,"Human mastadenovirus C","","viruses",75582.3205972634,93.1963438845675,74.9014621254016,6.00757354771916,36,NA,NA,99.6333,155.75,87.9724,0.0171119,0.0799779,NA,NA,93.1963438845675,5.34006537575036,32,NA,NA,98.12,56.1,257.335,0.0114153,0.0571766,NA,NA,"",36,758.381407906352,0.675244850547419
"RR057e_00260_E14_S213",10665,1,10663,"Escherichia virus T4","","viruses",4896.55447737665,100,100,0.333754085984398,2,NA,NA,100,131,77.3565,NA,NA,NA,NA,100,0.333754085984398,2,NA,NA,100,43,307.653,NA,NA,NA,NA,"",2,33.3645718820378,0.626340611545165
"RR057e_00260_E14_S213",1500822,1,1982251,"Propionibacterium phage PHL150M00","","viruses",113.632399046021,100,100,0.166877042992199,1,NA,NA,100,88,48.0223,NA,NA,NA,NA,100,0.333754085984398,2,NA,NA,97.6,42,307.653,NA,NA,NA,NA,"",4,0,0
"RR057e_00261_G14_S215",129951,1,10509,"Human mastadenovirus C","","viruses",19272.2939881186,61.6517580109319,44.0039224221672,3.53645320708785,32,1,4,99.6562,166.812,89.6659,0.0171119,0.0799779,NA,NA,61.6517580109319,3.53645320708785,32,1,4,99.2188,51.9375,211.927,0.0114153,0.0571766,NA,NA,"",32,482.430118100902,0.642756392285969
"RR057e_00261_G14_S215",12242,1,12234,"Tobacco mosaic virus","","viruses",494.953497101753,100,100,0.663084976328971,6,NA,NA,97.025,136,75.2831,NA,NA,NA,NA,100,0.663084976328971,6,NA,NA,100,45,307.653,NA,NA,NA,NA,"",6,0,0
"RR057e_00261_G14_S215",354328,1,2003394,"Bell pepper alphaendornavirus","","viruses",0.0113594444764501,0.168531462877987,0.168531462877987,0.221028325442991,2,NA,NA,97.2,109,58.2218,0.0830983,0.818423,NA,NA,0.160439735170701,0.221028325442991,2,NA,NA,94.6,37,307.653,0.085665,0.843702,NA,NA,"",2,0,0
"RR057e_00268_I14_S217",129951,1,10509,"Human mastadenovirus C","","viruses",3479.12453298049,34.2895086421562,25.6166314374348,2.06587628744002,22,NA,NA,99.8,125.214,73.0207,0.0171119,0.0799779,NA,NA,34.2895086421562,1.97197281982911,21,NA,NA,99.58,40.6667,307.653,0.0114153,0.0571766,NA,NA,"",22,247.699420636987,0.611168644464914
"RR057e_00272_K14_S219",129951,1,10509,"Human mastadenovirus C","","viruses",183565.308383063,99,99,9.72947676333388,40,NA,NA,99.9611,136.167,80.8187,0.0171119,0.0799779,NA,NA,99,8.99976600608384,37,NA,NA,99.6062,43.625,307.653,0.0114153,0.0571766,NA,NA,"",40,304.258257263891,0.56761976968356
"RR057e_00272_K14_S219",1982269,1,1982251,"Propionibacterium virus PA6","","viruses",514.026018542587,100,100,0.486473838166694,2,NA,NA,96.7,90,45.2676,NA,NA,NA,NA,100,0.486473838166694,2,NA,NA,96.9,32,307.653,NA,NA,NA,NA,"",4,0,0
"RR057e_00272_K14_S219",10359,1,10358,"Human betaherpesvirus 5","Human cytomegalovirus","viruses",39.2090611431322,99,99,0.486473838166694,2,NA,NA,100,92,50.7447,0.000335689,0.00330615,NA,NA,-100,0,0,NA,NA,0,0,0,0.00654756,0.0363966,NA,NA,"",2,0.251956371062178,0.0197915569743468
"RR057e_00273_M14_S221",129951,1,10509,"Human mastadenovirus C","","viruses",65837.4212405479,87.7941094842259,72.9339233791212,5.85021393062302,50,1,20,100,193,105.453,0.0171119,0.0799779,NA,NA,87.7941094842259,5.03118398033579,43,1,20,99.4757,64,170.467,0.0114153,0.0571766,NA,NA,"",50,1000.5058833847,0.670928936651051
"RR057e_00273_M14_S221",10713,1,308911,"Enterobacteria phage phi80","","viruses",39781.4547282365,100,100,2.10607701502429,18,NA,NA,99.8833,145.833,87.2605,NA,NA,NA,NA,100,1.87206845779936,16,1,16,100,82,55.4271,NA,NA,NA,NA,"",18,16.6359390345462,0.251326207161068
"RR057e_00273_M14_S221",11137,1,693996,"Human coronavirus 229E","","viruses",35669.3201329212,100,100,0.468017114449841,4,NA,NA,95.95,125,57.9915,NA,NA,NA,NA,100,4.44616258727349,38,2,36,43.7501,37.1111,5.02319,NA,NA,NA,NA,"",4,0,0
"RR057e_00273_M14_S221",2676886,1,12316,"Solanum nigrum ilarvirus 1","","viruses",13531.9590576998,100,100,1.1700427861246,10,NA,NA,98.15,138,78.7043,NA,NA,NA,NA,100,0.351012835837381,3,NA,NA,100,38.6667,307.653,NA,NA,NA,NA,"",10,0,0
"RR057e_00273_M14_S221",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",1355.9034978056,100,100,1.40405134334952,12,NA,NA,99.475,146,86.5719,NA,NA,NA,NA,100,0.702025671674762,6,NA,NA,97.9,48,307.653,NA,NA,NA,NA,"",12,0,0
"RR057e_00280_N09_S142",10713,1,308911,"Enterobacteria phage phi80","","viruses",2344.83137027959,100,100,0.149216541745065,14,NA,NA,100,84,45.301,NA,NA,NA,NA,100,0.0852665952828942,8,NA,NA,93.3,30,307.653,NA,NA,NA,NA,"",14,62.3275413397033,0.49504883261203
"RR057e_00280_N09_S142",10665,1,10663,"Escherichia virus T4","","viruses",953.776103016861,100,100,0.0852665952828942,8,NA,NA,100,208.5,113.177,NA,NA,NA,NA,100,0.0852665952828942,8,NA,NA,100,69,184.642,NA,NA,NA,NA,"",8,25.6024886601747,0.443699078413685
"RR057e_00280_N09_S142",1982288,1,1982251,"Propionibacterium virus PHL116M00","","viruses",0.248295593225637,100,100,0.0213166488207236,2,NA,NA,93.2,117,56.8239,NA,NA,NA,NA,-100,0,0,NA,NA,0,0,0,0.000922654,0.00908709,NA,NA,"",4,0,0
"RR057e_00285_F11_S166",1654577,1,1654577,"Bloomfield virus","","viruses",9.80498308573006,100,100,0.0375359996042204,4,NA,NA,97.335,146,67.997,NA,NA,NA,NA,100,0.0187679998021102,2,NA,NA,98.039,51,31.1118,NA,NA,NA,NA,"",4,0,0
"RR057e_00285_F11_S166",186617,1,186617,"uncultured marine virus","","viruses",0.0186436010057504,0.207639280343213,0.207639280343213,0.0375359996042204,4,NA,NA,99.048,210,101.733,0.0168234,0.0997528,NA,NA,-100,0,0,NA,NA,0,0,0,0.0227963,0.148573,NA,NA,"",4,5.65906398880335,0.305785204485269
"RR057e_00285_F11_S166",10665,1,10663,"Escherichia virus T4","","viruses",573.870401324467,100,100,0.0563039994063306,6,NA,NA,99.05,99.25,55.058,NA,NA,NA,NA,100,0.0281519997031653,3,NA,NA,100,48,307.653,NA,NA,NA,NA,"",6,4.23860994708475,0.199742512176299
